experiment,storage_capacity_j,dt_s,fixed_delivered_j,adaptive_delivered_j,improvement_percent,fixed_spilled_j,adaptive_spilled_j
spectral_thermal_constraint,500.0,10.0,1200.0,1200.0,0.0,1800.0,1800.0
